video_id,part_id,category,keywords,part_url,time,text
1011,100204,Business & Industrial,"['point', 'economy', 'high corporate profits', 'time', 'lot']",RBKhpV6MYto,"['00:00:01,159', '00:02:02,469']","Ezra Klein: So let’s begin with the economy. We're in a point where the economy is growing. We have very high corporate profits. We have a record stock market, and yet for decades now we've not been seeing significant wage increases for the American people. How have we gotten to a point where we can have high corporate profits, and businesses can be doing so well, but the workers don't necessarily share in that prosperity? Barack Obama: Well, this has been at least a three-decade-long trend. And this was a major topic in my State of the Union address. We obviously came in at a time of enormous crisis, and the first task was making sure we didn't have a complete global economic meltdown. The steps we took, whether making sure the financial system was functioning — saving the auto industry, encouraging state and local spending. All those things made a difference in buoying the economy, and then it’s been a hard but steady slog to the point where now we're growing at a robust pace and unemployment has come down faster than any time in the last 30 years. In some ways we're now back to the position where we can focus on what is this longer-term trend, and that is a larger and larger share of wealth and income going to the very top, and the middle class or folks trying to get into the middle class, feeling increasingly squeezed because their wages have stagnated. Now, there are a whole bunch of reasons for that. Some of it has to do with technology and entire job sectors being eliminated: travel agents, bank tellers, a lot of middle management, because of efficiencies with the internet and a paperless office. A lot of it has to do with globalization and the rest of the world catching up. Post-World War II, we just had some enormous structural advantages because our competitors had been devastated by war, and we had also made investments that put us ahead of the"
1011,100205,People & Society,"['baseline', 'labor', 'job', 'workers', 'it’s']",RBKhpV6MYto,"['00:02:02,469', '00:03:16,180']","curve, whether in education or infrastructure or research and development. And around the ‘70s and ‘80s and then accelerating beyond that, those advantages went away at the same time as, because of technologies, companies are getting a lot more efficient and one last component of this is that workers increasingly had less leverage because of changes in labor laws and the ability for capital to move and labor not to move. You combine all that stuff and it’s put workers in a tougher position. So our job now is to create additional tools that, number one, make sure that everybody's got a baseline of support to be able to succeed in a constantly moving economy. Whether it’s healthcare that survives job loss, whether it is making sure we have child care that allows a two-working-household-family to prosper while still caring for their kids. Having a certain baseline in terms of wages, through the minimum wage. So that's one set of issues."
1011,100206,,"['term', 'economy', 'people', 'wealth', 'enough']",RBKhpV6MYto,"['00:03:16,180', '00:05:06,649']","A second set of issues then becomes: how do we make sure that everybody has the tools to succeed in an economy where they constantly have to adapt? And how do they move up the value chain, essentially because they can work in higher-wage, higher-skill professions, and were able to compete for those jobs internationally? Then the third thing is making sure that we have an economy that's productive. Now if we do all those things, then what I'm confident about is that we can continue to lower the unemployment rate, increase the participation rate, and continue to grow and increase productivity. We're still going to have a broader, longer term, global question and that is: how do we make sure that the folks at the very top are doing enough of their fair share? The winner-take-all aspect of this modern economy means that you've got some people who just control enormous amounts of wealth. We don't really resent their success, on the other hand just as a practical matter, if we're going to pay for schools, roads, et cetera, and you've got you know, fifty people or eighty people having as much wealth as three billion, you know you're going to have problems making sure that we're investing enough in the common good to be able to move forward. So that's a long term question. But right now, there's some very specific things we can do that can makes a difference and help middle class families. And that's why I called it middle-class economics.  Ezra: To focus a bit on that long term question, does that put us in a place long term where redistribution becomes, in a sense, a positive good in and of itself, that you have an economy or potentially you have the government playing the role not of powering the growth engine which is what a lot of what had to be done after the financial crisis, but of making"
1011,100207,Business & Industrial,"['enough', 'things', 'matter', 'fundamental economic model', 'high quality public education']",RBKhpV6MYto,"['00:05:06,649', '00:06:01,349']","sure that while that growth engine is running, that it is ensuring that enough of the gains and prosperity is shared that the political support for that fundamental economic model to remain strong? Obama: That's always been the case. I don't think that's entirely new. The fact of the matter is that relative to our post-war history, taxes now are not particularly high or particularly progressive compared to what they were, say, in the late ‘50s or the ‘60s. And there's always been this notion that for a country to thrive, there are some things, as Lincoln says, that we can do better together than we can do for ourselves. And whether that's building roads, or setting up effective power grids, or making sure that we've got high quality public education, that teachers are paid enough, the market will not cover those things. And we've got to do them together. Basic research falls in that category. So that's always been true."
1011,100208,Finance,"['lot', 'community', 'place', 'wages', 'commitment']",RBKhpV6MYto,"['00:06:01,350', '00:07:20,460']","I think that part of what's changed is that a lot of that burden for making sure that the pie was broadly shared took place before government even got involved. If you had stronger unions, you had higher wages. If you had a corporate culture that felt a sense of place and commitment so that the CEO was in Pittsburgh or was in Detroit and felt obliged, partly because of social pressure but partly because they felt a real affinity toward the community, to re-invest in that community and to be seen as a good corporate citizen. Today what you have is quarterly earning reports, compensation levels for CEOs that are tied directly to those quarterly earnings, you've got international capital that is demanding maximizing short term profits. And so what happens is that a lot of the distributional questions that used to be handled in the marketplace through decent wages or health care or defined benefit pension plans, those things all are eliminated."
1011,100209,,"['mom', 'employee', 'folks', 'terms', 'services']",RBKhpV6MYto,"['00:07:20,459', '00:08:29,689']","And the average employee, the average worker, doesn't feel any benefit. So part of our job is what can government do directly through tax policy? What we’ve proposed, for example, in terms of capital gains. That would make a big difference in our capacity to give a tax break to a working mom for child care. And that's smart policy, and there's no evidence that would hurt the incentives of folks at Google or Microsoft or Uber not to invent what they invent or not to provide services they provide. It just means that instead of 20 billion dollars, maybe they've got 18. Right? But it does mean that mom can go to work without worrying that her kid's not in a safe place.  We also still have to focus on the front end. Which is even before taxes are paid, are there ways that we can increase the bargaining power and the -- making sure that an employee has some ... measurable increases in their incomes"
1011,100210,Health,"['costs', 'health care costs', 'thing', 'difference', 'issues']",RBKhpV6MYto,"['00:08:29,689', '00:09:25,919']","and their wealth and their security as a consequence of an economy that's improving. And that's where issues like labor laws make a difference, that's where, say in shareholder meetings,and trying to change the culture in terms of compensation at the corporate level. Those things could make a difference. And there's been some interesting conversations globally around issues like inclusive capitalism and how we can make it work for everybody. Ezra: When you drill into that pretax portion, one thing you can find in wages is health care costs. Obama: Yeah. Ezra: And when you drill deeper into the health care costs, one thing you find is that a major piece of why Americans pay so much more is that when we go to a hospital, an MRI, or an appendectomy, or even a bottle of cholesterol drugs, just costs much more for an American to buy than it does in Germany, in Japan, in Canada, in Great Britain."
1011,100211,Finance,"['system', 'insurance', 'lot', 'Affordable Care Act', 'evidence points']",RBKhpV6MYto,"['00:09:25,919', '00:10:35,259']","Why do you think Americans pay so much higher health care prices than folks in other countries? Obama: Well, you know there are a lot of theories about this. But I think the evidence points to a couple of key factors. One is that we've got a third-party system. Mostly we've got a system where everybody gets their health insurance through their employers. Obviously the Affordable Care Act, Obamacare, helps to cover the gap for those who aren't in that system. But for those of us who have an insurer, we don't track it. And the market then becomes really opaque and really hard to penetrate. Health providers are able to, I think, charge without much fear that somebody's looking over their shoulders and asking well why does this cost that much? So that's part of it. That's one of the reasons the Affordable Care Act, a lot of the attention’s been on making sure that the uninsured have peace of mind, and people who currently have insurance but"
1011,100212,,"['Affordable Care Act', 'reforms', 'point', 'way', 'years']",RBKhpV6MYto,"['00:10:35,259', '00:11:41,999']","at some point might lose it or have pre-existing conditions are going to have it, that's obviously the moral basis for what we did. But people haven't been paying as much attention to the delivery system reforms that we're trying to institute through the Affordable Care Act as well. I can't take credit for all four years of the lowest health care inflation in the last fifty, that we've seen since the Affordable Care Act passed. Some of the trends I think were already on their way. But we are accelerating a lot of reforms, for example. What do we do to make sure that instead of paying a doctor of a hospital for just providing a service, let’s make sure that they're being rewarded for a good outcome? Which may mean in some cases fewer tests or a less expensive generic drug, or just making sure that all your employees are washing your hands so that you're cutting the infection rate, or making sure that hospitals are reimbursed when there's a lower readmissions rate, as"
1011,100213,Finance,"['drugs', 'lot', 'Medicare', 'countries', 'idea']",RBKhpV6MYto,"['00:11:41,999', '00:14:07,298']","opposed to when they're doing more stuff. And using Medicare as a lever, I think, is creating an environment in the health care field where we can start getting better outcomes and lower costs at the same time. There are still going to be those who argue that unless you get a single-payer system, you're never going to get all the efficiencies. There's certain areas like drugs where the fact that Congress has not been, and the Republican Party in particular, has been resistant to letting drug makers and Medicare negotiate for the lowest price. It results in us paying a lot more than we should. But if we're paying four, five, six, eight percent more than other countries for the same outcomes, I'd be pretty happy where we're only paying two or three percent more. Because that represents hundreds of billions of dollars and means we can do a lot with that money. Ezra: When you talk about Medicare as a lever, Medicare tends to pay a lot less per service than private insurers by a margin. Before single payer there's also this idea you hear occasionally of letting private insurers band together with Medicare, with Medicaid, to jointly negotiate prices. Do you think that's a good idea? Obama: You know, I think that moving in the direction where consumers and others can have more power in the marketplace, particularly when it comes to drugs, makes a lot of sense. Now you'll hear from the drug companies that part of the reasons other countries pay less for drugs is they don't innovate. We essentially through our system, subsidize the innovation and other countries are free riders. There's probably a little bit of truth to that but when you look at the number of breakthrough drugs and the amount of money that drug companies now are putting into research and where they're putting it, a whole lot of it is actually in redesigning, modestly, existing drugs so"
