video_id,part_id,category,keywords,part_url,time,text
1007,100121,,"['earth', 'future', 'ice', 'Earth', 'Antarctica']",PXDUQd1l_h8,"['00:00:05,469', '00:01:39,079']","it's a mystery continent at the bottom of the earth of the world And the single largest mass of ice on Earth. Earth for longer than humans have walked the planet ice has dominated Antarctica but what about the future. ""ice melts from this continent... ...Sea Level goes up."" as earth gets warmer what will happen to Antarctica. ""We're going into uncertain lands uncertain future. how will the earth respond?""  Today a pioneering team is searching for answers, with a bold new plan and a revolutionary new machine no one has ever drove through an  ice (unintelligable) and I present these challenges they must drill down nearly a mile and more than 20 million years deep into Antarctica's ancient history in this unforgiving place it's never been done before it's quite amazing when you think about where we are and what we're doing anything can go wrong at any minute the stakes are high because the secret to Earth's future lies buried in Antarctica's past right now on nova"
1007,100122,Arts & Entertainment,"['ice', 'Antarctica', 'people', 'world', 'anything']",PXDUQd1l_h8,"['00:01:39,079', '00:03:41,070']",secrets beneath the ice it's the coldest windiest driest and most desolate landscape on the planet with few permanent residents except penguins and seals this frosty cotton appears locked in a perpetual Ice Age a colossal cloak of ice covers almost every inch of land and in some places the ice is so thick and so heavy it depresses the Earth's crust almost half a mile some people call it Earth's freezer but scientists call Antarctica the ice Antartica plays a fundamental role in the way the earth functions for polar researchers Antarctica is a giant laboratory more than one and a half times the size of the United States and home to 90% of all the ice in the world anything that happens down here anything that changes will affect the rest of the world most people don't think that change in Antarctica matters to them but when we look at New York City and we looked at it's in front of the ocean it matters what would happen if all of Antarctica's ice were to melts
1007,100123,,"['sea level', 'level', 'people', 'sea levels', 'millions']",PXDUQd1l_h8,"['00:03:41,378', '00:04:53,810']",antarctica melts sea level goes up twelve stories in New York City sea levels would rise by more than 150 feet flooding coastal cities displacing hundreds of millions of people that would be a change that you could see from space earth would look different in any case even a loss of just 10% of Antarctica's ice would be catastrophic it would raise the sea level over there in Manhattan about 19 feet right up along the edge big sections of Brooklyn would be underwater certainly the Mediterranean some of my favorite cities like Venice would look very different tens of millions of people would have to be relocated to be almost different different planet if sea level changes in the climate around the coastal regions change it's going to affect the climate where you live it's going to affect the things you can you can grow is going to affect how you have you live there may be a list of things in store that come as a result of raising sea levels that
1007,100124,Science,"['carbon dioxide', 'greenhouse', 'atmosphere', 'Antarctica', 'greenhouse gas']",PXDUQd1l_h8,"['00:04:53,810', '00:06:11,189']",we haven't even thought about yet could this be our fate is Antarctica heading for a major meltdown if so it may happen over centuries but it could already be starting because the climate is changing and it's changing because burning fossil fuels has increased the level of carbon dioxide in the atmosphere today we have something that's completely man-made and that is the addition of carbon dioxide and put into the atmosphere by humanity by us carbon dioxide is a greenhouse gas it prevents the sun's heat from escaping I'm in the Brooklyn Botanic Garden in a greenhouse greenhouses there are basically like heat motels where the sun's rays can come in and they get trapped inside the greenhouse they can't get out so like glass in a greenhouse gases like carbon dioxide trap solar energy in our atmosphere but now those levels are increasing the result is our earth is now warming up and the ice is melting both in Antarctica and the Arctic in the
1007,100125,,"['ice', 'Greenland', 'water', 'times', 'past']",PXDUQd1l_h8,"['00:06:11,189', '00:07:19,639']",north there's two clear signals in the Arctic Ocean you have lots of floating ice and not sticking around through the summer that's one sign of it getting warmer the other side the edges of the Greenland ice sheet are changing and the loss of Greenland's ice is now speeding up in August 2010 and iceberg four times the size of Manhattan broke off the edge of Greenland but Antarctica has nearly ten times as much ice as Greenland and in the past decade alone rising temperatures have caused giant pieces of coastal ice to shrink or crumble polar researchers fear that this could be just the beginning of a chain reaction but have Antarctica's ice sheets ever collapsed before that's what an international team of geo detectives wants to find out here we actually have some running water some melt water coming out of the ice to get a more precise picture of Antarctica's future they plan to dig deep for answers in the past with a giant drill by
1007,100126,Science,"['Antarctica', 'years', 'time', 'leaf', 'deep freeze']",PXDUQd1l_h8,"['00:07:19,639', '00:11:13,319']","drilling into areas around the Erika we're able to perceive a history that has an impact for where we're headed as a planet Antarctica was not always locked in a deep freeze 160 million years ago it was part of an enormous supercontinent closer to the equator at the time earth was much warmer than today and fossil evidence suggests this giant landmass was a tropical habitat teeming with Dinosaurs eventually the supercontinent broke apart and Antarctica drifted south as Earth was getting colder falling carbon dioxide levels and powerful ocean currents cooled the isolated continent even further and then around 34 million years ago ice slowly began to form it would take millions of years for Antarctica to finally lock into a deep freeze and during that time it remained warm enough for plant life to survive evidence of that was recently unearthed in a relatively ice-free Valley in the interior here geologist Alan Ashworth and Adam Lewis find a remarkable fossil oh wait is that a leaf there's a leaf right there that leaf fell into the mud maybe 20 million years ago suddenly do the best is yet that's a sweet leaf and then they find something extraordinary this is like a peat peat moss and then if we take T some of this out there flight freeze-dried under the microscope these brittle mosses are in pristine condition these moss fossils are not rock but actual plant tissue the last vestiges of vegetation from a time when Antarctica was still warm they were found under a layer of volcanic ash that dates back millions of years this is the original moss tissue and even the cells are preserved in these fossils these plants were flash-frozen when an article plummeted into a deep freeze that preserved them until today it's mind-boggling the only way is to say the climate remained very very cold it remained very very dry and it did not warm up for even relatively short periods of time in this location otherwise these things are gone now as Earth is heating up what will happen to Antarctica will it melt raising sea levels all over the planet how sensitive is this frozen land to the temperature changes we currently face but before researchers can investigate in Antarctica last-minute testing is taking place here over 2,000 miles away in the countryside of New Zealand with a brand new drill yeah it's a shakedown we've got a few leaking connections and things that don't quite fit as well as I need to a little bit of modifications required pretty common with a brand new piece of equipment weighing in at a whopping 40 tonnes this mechanized marvel is as heavy as a humpback whale and just as large towering some 5 stories high the giant rig will soon dwarf everything in sight except the ice this will be the largest Rorick in Antarctica that's used on land and this mammoth rig can drill in more than one place that's because it's mounted on a sled I think it probably is unusual all"
1007,100127,Business & Industrial,"['drill', 'ice', 'ice sheet', 'Antarctica', 'passion']",PXDUQd1l_h8,"['00:11:13,320', '00:12:21,870']",of the equipment is on sledges so in Antartica we pull it all with pygmy bulldozers it's been specially designed to drill from the ice in order to extract hidden secrets from beneath Antarctica itself this unique multinational enterprise is called an drill the Antarctic drilling project for team leader David Harwood it's a dream come true as a scientist there's a passion there's a passion that comes in trying to figure it out trying to identify what has been the past history of the ice sheet and wondering what the future might hold soon the giant drill will be dismantled and ready for a long sea voyage this will get you to take your extreme cold weather days off but now the andrel team gathers at Christchurch New Zealand for the six-hour flight to Antarctica in a c-17 cargo plane jam-packed with people and gear their flight passes over the Transantarctic mountains which divide the continent into two regions with colossal glaciers called ice sheets
1007,100128,,"['McMurdo', 'West', 'research', 'Antarctica', 'ice']",PXDUQd1l_h8,"['00:12:21,870', '00:15:18,019']",blanketing both the giant East Antarctic Ice Sheet is ten times the size of the West it's frozen firmly to bedrock high above the sea and in some places the ice towers almost three miles into the sky the smaller West Antarctic Ice Sheet is less stable that's because it rests on land well below sea level and it extends hundreds of miles over the ocean in floating ice shelves it's likely East and West Antarctica will respond very differently to a warming world the andreal team touches down in the West on an icy runway at McMurdo Station the largest US research base in Antarctica as David Harwood and Richard levy step out onto the ice the first thing they notice is the weather is a bit chilly but it's beautiful it's October springtime and it's minus 20 degrees the earliest I've ever been down to Antarctica and it's very cold when the wind picks up it's rather an unpleasant place to be working when the wind isn't blowing and the sun shining it's actually really quite nice but very cold but even a sunny afternoon can turn nasty in a moment's notice yes all day McMurdo Station has been a vital hub of research for over half a century what began as a tiny outpost as over the years grown into a small town McMurdo houses a population of 200 people year round but during the research season it becomes home base for over a thousand every year McMurdo supports scores of research projects providing lab facilities food and supplies and survival training for teams of scientists who will head out to remote field camps this season those numbers include the andrel team of over 50 technicians and researchers from the u.s. New Zealand Germany and Italy and rule is funded by their governments and the National Science Foundation there's probably a week at least of work in McMurdo where we have to get all of our gear sorted out getting everything we need in order to be able to work and survive on the field as they gather
1007,100129,Food & Drink,"['Antarctica', 'scientists', 'life', 'meltdown', 'hundreds']",PXDUQd1l_h8,"['00:15:18,019', '00:16:28,078']",supplies for more than a month on the ice one item is in high demand sugar actually heats your body it gives you a quick energy especially if you're like freezing and we expect to be very cold we don't really know how much chocolate is enough we can take up to 560 candy bars but I'm looking at this and I'm already getting queasy I'm like oh I don't know if I can eat this or not as anvil researchers prepare for life in the field they join hundreds of other scientists fanning out across Antarctica and many are focused on the same question Kota Antarctica be headed for a meltdown over here is Mount Boreas we're gonna have a lot of scientists working together there is a little bit of volcanic ash and you know challenging each other's theories challenging what we know but if that as a community we're gonna find the answers you but the continent won't give up its secrets easily the stark beauty of Antarctica masks a treacherous nature more than seventy percent of all the
1007,100130,Science,"['pit', 'worth', 'water', 'snow pit', 'miles']",PXDUQd1l_h8,"['00:16:28,078', '00:17:51,099']",fresh water in the world is harbored here but most of that water is frozen and with less precipitation than the Sahara Antarctica is the driest desert on earth raging winds of up to 200 miles per hour sometimes blasts the frozen terrain where temperatures can drop to a hundred degrees below zero only during the short Antarctic summer can most researchers gather precious scientific data from this giant mystery continent come to light that's all that and to me for our flight and 400 miles for McMurdo is the center of the West Antarctic Ice Sheet and for one team this is the best way to find out about the past this is a side of a snow pit it's a thin wall between two pits the other side is open so they can light can shine through and you can really see the different layers in the pit so this is one year's worth of snow accumulation and there's a second year's worth of snow accumulation here below it two years of record right here in the snow pit of course we want
