video_id,index,no_list,time,categories,part
1005,0,"[1, 2, 3, 4, 5, 6, 7, 8]","['00:00:11,980', '00:00:51,250']",[],"zimbabwe's military is in full control of the country. robert mugabe, president for nearly a0 years, remains under house arrest. climate change is inevitable, even if we drastically cut co2 emissions. a new environmental report makes grim reading. selling for $400 million, that is the better, and this is sold! -- thatis the better, and this is sold! -- that is the bid. the world's most expensive artwork. a long-lost painting by leonardo da vinci sells at auction for $400 million."
1005,1,"[9, 10, 11, 12, 13, 14, 15]","['00:00:51,250', '00:01:45,060']","[['/Business & Industrial', 0.5]]","the soaring cost of living in zimbabwe - could the dark days of hyperinflation be returning? plus africa's richest woman, the boss of angola's state oil company, is sacked - so what now for isabel dos santos? a very warm welcome to the programme, briefing you on all you need to know in global news, business and sport. and you can be part of the conversation today. we are asking for your reaction to the da vinci frenzy - the 500-year-old painting sold for $400 million, smashing all records."
1005,2,"[16, 17, 18, 19, 20, 21, 22, 23]","['00:01:45,060', '00:02:28,370']","[['/News', 0.5199999809265137]]","are you amazed or appalled? is it worth it or wealth gone mad? your comments to hashtag #bbcthebriefing. we start the programme in zimbabwe. south africa's defence and state security ministers have arrived in the country, and they now hope to hold talks with president mugabe and army leaders, following the military’s seizure of power. mr mugabe remains under house arrest, although the military says he is safe. it denies staging a coup, instead claiming to be acting against ""criminals"" surrounding"
1005,3,"[24, 25, 26, 27, 28, 29, 30, 31, 32]","['00:02:28,370', '00:02:59,059']","[['/Law & Government/Government', 0.8500000238418579]]","the president. the african union has demanded an immediate return to constitutional order. 0ur correspondent anne soy joins me now from zimbabwe. we've heard that there's a calm but tense atmosphere on the streets of zimbabwe's capital, harare. it is hard to know what will happen next. that is right. you get the sense that the military is controlled listening to the media here. many of the story is talking about them, the youth league, or the ruling party, zanu-pf,"
1005,4,"[33, 34, 35, 36, 37, 38, 39, 40]","['00:02:59,060', '00:03:38,659']","[['/News', 0.5099999904632568]]","pledging allegiance to the burko. not much mention of robert mugabe, except for the move by the military, in their words, to deal with criminals around the president. grace mugabe, his wife, her whereabouts is unknown, along with that of the former vice president, emmerson mnangagwa. you mentioned both grace mugabe and the vice president, both of whom we don't know where they are, butjust august through the politicking that led to this disaster."
1005,5,"[41, 42, 43, 44, 45, 46, 47, 48]","['00:03:38,659', '00:04:19,329']",[],"it is clear now that it has a split between the ruling zanu-pf that has brought zimbabwe to the current situation where the president, rod mcgarvie, even though the military says he remains in charge, remains under house arrest. his wife, grace mugabe, as being ambitious, very keen to succeed him, and last week, the vice president, emmerson mnangagwa, was sacked, and he fled out of the country as a result of that. but he also vowed to come back, and make sure that he takes control of the country."
1005,6,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","['00:04:19,329', '00:05:05,899']",[],"we still do not know where he is, but what is clear now is that the army chief, constantino chiwenga, is with him. thank you for at that. all the latest is on a website. -- our website. that's bbc.com/news. but now, let's look at a study which suggests many impacts of climate change are already inevitable, even if the world radically cuts carbon dioxide emissions immediately. an international research programme called helix says that sea level rises of at least several"
1005,7,"[59, 60, 61, 62, 63, 64, 65, 66]","['00:05:05,899', '00:05:45,560']","[['/Science/Earth Sciences/Atmospheric Science', 0.699999988079071], ['/Science/Ecology & Environment/Climate Change & Global Warming', 0.6100000143051147]]","tens of centimetres will ""definitely happen"". andy moore reports. this latest report has been presented to an international conference on climate change in bonn, where world leaders have already begun to gather. whatever they can do to restrict carbon, dockside restriction -- restrict carbon dioxide restriction, climate change cannot be avoided. researchers can say with some confidence that half a million people in low-lying bangladesh will be affected by rising sea levels."
1005,8,"[67, 68, 69, 70, 71, 72, 73]","['00:05:45,560', '00:06:15,440']",[],"in a worst-case scenario, with rising emissions, africa could reach 12 million by the end of the century. some tropical areas already suffer levels of heat bringing a very high risk of human harm, so-called heat stress. the researchers say that with two degrees warming, large areas of the subcontinent and africa would get these conditions. rainfall and river levels are hard to predict, but scientists say they are"
1005,9,"[74, 75, 76, 77, 78, 79, 80, 81, 82, 83]","['00:06:15,440', '00:06:44,680']","[['/Sensitive Subjects', 0.8399999737739563], ['/People & Society/Social Issues & Advocacy', 0.6800000071525574]]","confident they will be increased flooding on some major rivers, even if emissions are strictly reduced. and there is no sign of that happening at the moment. the conference has already been told that global emissions of carbon dioxide, continue to rise. -- dioxide, continue to rise. -- dioxide continue to rise. a lot of thatis dioxide continue to rise. a lot of that is being attributed to the chinese economy. let's brief you on some of the other stories making the news."
