video_id,index,no_list,time,categories,part
1007,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['00:00:05,469', '00:01:00,179']",[],"it's a mystery continent at the bottom of the earth of the world And the single largest mass of ice on Earth. Earth for longer than humans have walked the planet ice has dominated Antarctica but what about the future. ""ice melts from this continent... ...Sea Level goes up."" as earth gets warmer what will happen to Antarctica. ""We're going into uncertain lands uncertain future. how will the earth respond?""  Today a pioneering team is searching for answers, with a bold new plan and a revolutionary"
1007,1,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","['00:01:00,179', '00:01:42,890']",[],new machine no one has ever drove through an  ice (unintelligable) and I present these challenges they must drill down nearly a mile and more than 20 million years deep into Antarctica's ancient history in this unforgiving place it's never been done before it's quite amazing when you think about where we are and what we're doing anything can go wrong at any minute the stakes are high because the secret to Earth's future lies buried in Antarctica's past right now on nova secrets beneath the ice
1007,2,"[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]","['00:02:16,219', '00:03:08,219']","[['/News/Weather', 0.5299999713897705]]",it's the coldest windiest driest and most desolate landscape on the planet with few permanent residents except penguins and seals this frosty cotton appears locked in a perpetual Ice Age a colossal cloak of ice covers almost every inch of land and in some places the ice is so thick and so heavy it depresses the Earth's crust almost half a mile some people call it Earth's freezer but scientists call Antarctica the ice Antartica plays a fundamental role in the way the earth functions for polar
1007,3,"[43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56]","['00:03:08,219', '00:03:44,039']","[['/Science', 0.5899999737739563]]",researchers Antarctica is a giant laboratory more than one and a half times the size of the United States and home to 90% of all the ice in the world anything that happens down here anything that changes will affect the rest of the world most people don't think that change in Antarctica matters to them but when we look at New York City and we looked at it's in front of the ocean it matters what would happen if all of Antarctica's ice were to melts antarctica melts sea level goes up
1007,4,"[57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]","['00:03:44,039', '00:04:25,760']",[],twelve stories in New York City sea levels would rise by more than 150 feet flooding coastal cities displacing hundreds of millions of people that would be a change that you could see from space earth would look different in any case even a loss of just 10% of Antarctica's ice would be catastrophic it would raise the sea level over there in Manhattan about 19 feet right up along the edge big sections of Brooklyn would be underwater certainly the Mediterranean some of my favorite cities
1007,5,"[70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81]","['00:04:25,759', '00:04:56,629']",[],like Venice would look very different tens of millions of people would have to be relocated to be almost different different planet if sea level changes in the climate around the coastal regions change it's going to affect the climate where you live it's going to affect the things you can you can grow is going to affect how you have you live there may be a list of things in store that come as a result of raising sea levels that we haven't even thought about yet could
1007,6,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93]","['00:04:56,629', '00:05:33,168']","[['/Science', 0.5400000214576721], ['/People & Society', 0.5]]",this be our fate is Antarctica heading for a major meltdown if so it may happen over centuries but it could already be starting because the climate is changing and it's changing because burning fossil fuels has increased the level of carbon dioxide in the atmosphere today we have something that's completely man-made and that is the addition of carbon dioxide and put into the atmosphere by humanity by us carbon dioxide is a greenhouse gas it prevents the sun's heat from escaping
1007,7,"[94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106]","['00:05:33,168', '00:06:14,400']","[['/Home & Garden/Gardening & Landscaping', 0.7799999713897705]]",I'm in the Brooklyn Botanic Garden in a greenhouse greenhouses there are basically like heat motels where the sun's rays can come in and they get trapped inside the greenhouse they can't get out so like glass in a greenhouse gases like carbon dioxide trap solar energy in our atmosphere but now those levels are increasing the result is our earth is now warming up and the ice is melting both in Antarctica and the Arctic in the north there's two clear signals in the
1007,8,"[107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120]","['00:06:14,399', '00:06:48,889']",[],Arctic Ocean you have lots of floating ice and not sticking around through the summer that's one sign of it getting warmer the other side the edges of the Greenland ice sheet are changing and the loss of Greenland's ice is now speeding up in August 2010 and iceberg four times the size of Manhattan broke off the edge of Greenland but Antarctica has nearly ten times as much ice as Greenland and in the past decade alone rising temperatures have caused giant pieces of coastal ice to
1007,9,"[121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133]","['00:06:48,889', '00:07:23,389']","[['/Business & Industrial', 0.6100000143051147]]",shrink or crumble polar researchers fear that this could be just the beginning of a chain reaction but have Antarctica's ice sheets ever collapsed before that's what an international team of geo detectives wants to find out here we actually have some running water some melt water coming out of the ice to get a more precise picture of Antarctica's future they plan to dig deep for answers in the past with a giant drill by drilling into areas around the Erika we're able to perceive a history that
