video_id,index,no_list,time,categories,part
1005,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['00:00:11,980', '00:01:24,759']","[['/News', 0.5]]","zimbabwe's military is in full control of the country. robert mugabe, president for nearly a0 years, remains under house arrest. climate change is inevitable, even if we drastically cut co2 emissions. a new environmental report makes grim reading. selling for $400 million, that is the better, and this is sold! -- thatis the better, and this is sold! -- that is the bid. the world's most expensive artwork. a long-lost painting by leonardo da vinci sells at auction for $400 million. the soaring cost of living in zimbabwe - could the dark days of hyperinflation be returning? plus africa's richest woman, the boss of angola's state oil company, is sacked - so what now for isabel dos santos? a very warm welcome to the"
1005,1,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","['00:01:24,760', '00:02:22,299']","[['/News', 0.9399999976158142]]","programme, briefing you on all you need to know in global news, business and sport. and you can be part of the conversation today. we are asking for your reaction to the da vinci frenzy - the 500-year-old painting sold for $400 million, smashing all records. are you amazed or appalled? is it worth it or wealth gone mad? your comments to hashtag #bbcthebriefing. we start the programme in zimbabwe. south africa's defence and state security ministers have arrived in the country, and they now hope to hold talks with president mugabe and army leaders, following the military’s seizure of power. mr mugabe remains under house arrest, although the military says he is safe."
1005,2,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","['00:02:22,300', '00:03:14,530']","[['/Law & Government/Government', 0.5600000023841858]]","it denies staging a coup, instead claiming to be acting against ""criminals"" surrounding the president. the african union has demanded an immediate return to constitutional order. 0ur correspondent anne soy joins me now from zimbabwe. we've heard that there's a calm but tense atmosphere on the streets of zimbabwe's capital, harare. it is hard to know what will happen next. that is right. you get the sense that the military is controlled listening to the media here. many of the story is talking about them, the youth league, or the ruling party, zanu-pf, pledging allegiance to the burko. not much mention of robert mugabe, except for the move by the military, in their words, to deal with criminals around the president."
1005,3,"[37, 38, 39, 40, 41, 42, 43, 44, 45, 46]","['00:03:14,530', '00:04:12,068']","[['/News', 0.8500000238418579], ['/Arts & Entertainment', 0.7400000095367432], ['/Law & Government', 0.5400000214576721], ['/Sensitive Subjects', 0.5199999809265137]]","grace mugabe, his wife, her whereabouts is unknown, along with that of the former vice president, emmerson mnangagwa. you mentioned both grace mugabe and the vice president, both of whom we don't know where they are, butjust august through the politicking that led to this disaster. it is clear now that it has a split between the ruling zanu-pf that has brought zimbabwe to the current situation where the president, rod mcgarvie, even though the military says he remains in charge, remains under house arrest. his wife, grace mugabe, as being ambitious, very keen to succeed him, and last week, the vice president, emmerson mnangagwa, was sacked, and he fled out of the country as a result of that."
1005,4,"[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61]","['00:04:12,068', '00:05:16,210']",[],"but he also vowed to come back, and make sure that he takes control of the country. we still do not know where he is, but what is clear now is that the army chief, constantino chiwenga, is with him. thank you for at that. all the latest is on a website. -- our website. that's bbc.com/news. but now, let's look at a study which suggests many impacts of climate change are already inevitable, even if the world radically cuts carbon dioxide emissions immediately. an international research programme called helix says that sea level rises of at least several tens of centimetres will ""definitely happen"". andy moore reports. this latest report has been presented to an international conference on climate change"
1005,5,"[62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73]","['00:05:16,209', '00:06:15,440']",[],"in bonn, where world leaders have already begun to gather. whatever they can do to restrict carbon, dockside restriction -- restrict carbon dioxide restriction, climate change cannot be avoided. researchers can say with some confidence that half a million people in low-lying bangladesh will be affected by rising sea levels. in a worst-case scenario, with rising emissions, africa could reach 12 million by the end of the century. some tropical areas already suffer levels of heat bringing a very high risk of human harm, so-called heat stress. the researchers say that with two degrees warming, large areas of the subcontinent and africa would get these conditions. rainfall and river levels are hard to predict, but scientists say they are"
1005,6,"[74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86]","['00:06:15,440', '00:06:58,699']","[['/Sensitive Subjects', 0.8899999856948853], ['/News', 0.5299999713897705]]","confident they will be increased flooding on some major rivers, even if emissions are strictly reduced. and there is no sign of that happening at the moment. the conference has already been told that global emissions of carbon dioxide, continue to rise. -- dioxide, continue to rise. -- dioxide continue to rise. a lot of thatis dioxide continue to rise. a lot of that is being attributed to the chinese economy. let's brief you on some of the other stories making the news. the greek prime minister, alexis tsipras, has announced a state of national mourning for those who died in flash flooding that's killed at least 15 people near athens. local officials say the floods, which brought torrents of reddish mud flowing through three towns,"
1005,7,"[87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]","['00:06:58,699', '00:07:51,100']","[['/Real Estate/Real Estate Listings', 0.6600000262260437]]","are unprecedented. homes have been inundated and roads destroyed. russian officials say a new law which will categorise overseas media outlets as ""foreign agents"" could affect the us government broadcaster voice of america. russia's lower house of parliament backed the measure, which was drawn up after washington ordered the russian state tv channel, rt, to register as a foreign agent. astronomers say they've discovered a planet about the size of earth, with a mild climate which could harbour life. called ross 128b, it's a mere 11 light years away. researchers believe the planet's temperature could range from -60 to 20 celsius, making it a promising place to search for life beyond earth. are they out there?"
1005,8,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111]","['00:07:51,100', '00:08:40,200']","[['/People & Society/Religion & Belief', 0.5199999809265137]]","life, is it out there, that is what i mean. a 500-year-old painting of christ by leonardo da vinci has been sold in new york for a record price of $400 million. after eighteen minutes of frenzied bidding, this was the moment the hammer went down on the artwork, which is known as salvator mundi, or saviour of the world. we moved to the alarm of da vinci, the salvator mundi... we moved to the alarm of da vinci, the salvator mundi. .. christie suggested that salvator mundi would sell for about Â£76 million. they knew that was likely to be exceeded co nsta ntly. knew that was likely to be exceeded constantly. nobody could get how come the way. dating from around 1506, the image ofjesus christ is thought to have been created for"
1005,9,"[112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130]","['00:08:40,200', '00:09:46,358']","[['/Arts & Entertainment', 0.5799999833106995]]","the french royal family. disastrously restored in 1958, it was auctioned in luck than for a mere Â£45. -- in london. at that time, most experts thought was based on and leonardo, not by the man himself. last night, the tension was obvious. $100 million was reached quickly, than $200 million. $190 million is dead. $200 million. $190 million is dead. $200 million. $190 million is dead. $200 million is dead. that broke the previous record, held by picasso's women of algiers. i am selling at $240 million. can you give me $290 million alex i thought so. the -- trended million dollars. -- trended million dollars. the buyer on the phone was tempted to the extraordinary final amount. the 100 million dollars as the bid, and the pieces sold."
